,target,location,aircraft_damage,make,model,number_of_engines,engine_type,weather_conditions,phase_of_flight,Year,Month,Day,injuries,pax_onboard,fatality_percentage,survived,amateur_built
268,Non-Fatal,9794,2,23,1014,2.0,0,2,5,2000,7,8,0.0,2.0,0.0,2,0
269,Non-Fatal,203,2,23,876,2.0,0,2,5,1985,12,1,0.0,2.0,0.0,2,0
270,Non-Fatal,4894,2,23,5512,1.0,0,2,9,1987,4,27,0.0,1.0,0.0,1,0
271,Non-Fatal,4000,2,23,5512,1.0,0,2,2,1994,8,18,0.0,1.0,0.0,1,0
272,Fatal,2554,0,23,1009,2.0,3,2,11,1985,12,3,1.0,1.0,100.0,0,0
273,Fatal,8018,0,23,53,1.0,0,2,1,1994,8,6,3.0,3.0,100.0,0,0
274,Fatal,12027,0,23,1007,2.0,0,2,2,1983,2,3,2.0,2.0,100.0,0,1
275,Non-Fatal,232,2,23,1495,1.0,0,2,5,1987,5,24,2.0,2.0,0.0,2,0
276,Non-Fatal,7909,2,23,895,2.0,0,2,0,1994,12,11,1.0,1.0,0.0,1,0
277,Non-Fatal,10640,0,23,2459,1.0,0,2,6,1983,6,25,1.0,1.0,0.0,1,0
278,Fatal,2354,0,23,1014,2.0,0,2,0,1983,7,20,6.0,6.0,100.0,0,0
279,Non-Fatal,9129,0,23,19,1.0,0,2,2,1985,9,9,2.0,2.0,0.0,2,0
280,Fatal,8987,0,23,999,2.0,0,0,1,1995,6,1,3.0,3.0,100.0,0,0
281,Fatal,4119,0,23,1006,2.0,0,2,1,1985,9,12,1.0,1.0,100.0,0,0
282,Non-Fatal,8117,2,23,2459,1.0,0,2,9,1990,4,28,0.0,1.0,0.0,1,0
283,Non-Fatal,10989,2,23,895,2.0,0,2,10,1995,5,23,1.0,3.0,0.0,3,0
284,Non-Fatal,5904,2,23,999,2.0,0,2,0,1983,7,15,0.0,1.0,0.0,1,0
285,Non-Fatal,1526,2,23,19,1.0,0,2,6,2000,3,15,1.0,1.0,0.0,1,0
286,Non-Fatal,6602,2,23,5512,1.0,0,2,9,1988,7,18,0.0,1.0,0.0,1,0
287,Non-Fatal,13587,0,23,1382,1.0,0,2,6,1987,4,24,1.0,1.0,0.0,1,0
288,Non-Fatal,12422,2,23,876,2.0,0,2,5,1983,7,3,0.0,3.0,0.0,3,0
289,Non-Fatal,4560,2,23,5512,1.0,0,2,6,1995,3,23,0.0,1.0,0.0,1,0
290,Fatal,256,0,23,5439,1.0,0,2,6,1990,6,1,1.0,1.0,100.0,0,0
291,Non-Fatal,11378,2,23,5512,1.0,0,2,6,1990,6,6,0.0,1.0,0.0,1,0
292,Fatal,7205,2,23,2457,1.0,0,2,6,1983,6,29,1.0,1.0,100.0,0,0
293,Non-Fatal,7103,0,23,2462,1.0,0,2,9,1987,6,15,0.0,1.0,0.0,1,0
294,Fatal,8977,0,23,1002,2.0,0,2,4,1983,6,28,2.0,2.0,100.0,0,0
295,Non-Fatal,1782,2,23,931,2.0,0,0,9,1995,1,7,0.0,8.0,0.0,8,0
296,Fatal,6618,2,23,373,1.0,0,2,2,1995,1,1,3.0,4.0,25.0,3,0
297,Non-Fatal,9197,2,23,5512,1.0,0,2,5,2000,3,31,0.0,1.0,0.0,1,0
298,Fatal,9297,0,23,2455,1.0,0,2,6,1990,9,8,1.0,1.0,100.0,0,0
299,Fatal,12361,0,23,999,2.0,0,0,2,1983,5,12,3.0,3.0,100.0,0,0
300,Non-Fatal,8098,2,23,5512,1.0,0,2,9,1994,4,18,1.0,1.0,0.0,1,0
301,Non-Fatal,11845,2,23,20,1.0,0,2,9,1994,4,3,1.0,4.0,0.0,4,0
302,Fatal,10762,0,23,1017,2.0,3,2,3,1990,11,30,6.0,6.0,83.33333333333334,1,0
303,Non-Fatal,6413,2,23,5512,1.0,0,2,6,1987,7,22,0.0,1.0,0.0,1,0
304,Non-Fatal,3226,2,23,5439,1.0,0,2,5,1983,3,17,0.0,1.0,0.0,1,0
305,Non-Fatal,2110,2,23,19,1.0,0,2,2,2000,8,27,1.0,3.0,0.0,3,0
306,Non-Fatal,6101,1,23,1011,2.0,3,2,2,1983,3,16,0.0,1.0,0.0,1,0
307,Non-Fatal,12399,0,23,373,1.0,0,0,1,1991,1,13,1.0,1.0,0.0,1,0
308,Fatal,2193,0,23,19,1.0,0,0,0,1993,12,24,3.0,3.0,33.33333333333333,2,0
309,Non-Fatal,1484,2,23,19,1.0,0,2,2,1991,2,3,1.0,2.0,0.0,2,0
310,Fatal,13335,0,23,886,2.0,0,2,6,1993,12,16,2.0,2.0,100.0,0,0
311,Non-Fatal,3565,2,23,20,1.0,0,2,2,1993,12,12,0.0,1.0,0.0,1,0
312,Non-Fatal,5895,2,23,5512,1.0,0,2,2,1986,4,11,0.0,1.0,0.0,1,0
313,Non-Fatal,11503,2,23,67,1.0,0,2,0,2000,8,10,1.0,1.0,0.0,1,0
314,Non-Fatal,13752,1,23,887,2.0,0,2,2,1983,5,6,0.0,1.0,0.0,1,0
315,Fatal,3841,0,23,2454,1.0,0,2,6,1994,7,5,1.0,1.0,100.0,0,0
316,Non-Fatal,10641,2,23,5512,1.0,0,2,6,1994,7,3,0.0,1.0,0.0,1,0
317,Non-Fatal,4564,0,23,950,1.0,0,2,6,1983,5,1,1.0,1.0,0.0,1,0
318,Fatal,538,0,23,927,2.0,0,0,6,1987,7,22,4.0,4.0,100.0,0,0
319,Non-Fatal,2528,2,23,5437,1.0,0,2,4,1987,4,17,1.0,1.0,0.0,1,0
320,Non-Fatal,3001,2,23,5512,1.0,0,2,6,1994,5,7,0.0,1.0,0.0,1,0
321,Non-Fatal,2137,2,23,5439,1.0,0,2,5,1983,4,19,0.0,1.0,0.0,1,0
322,Fatal,4132,0,23,1010,2.0,3,2,9,1990,11,3,2.0,2.0,100.0,0,0
323,Fatal,6976,0,23,886,2.0,0,2,8,1994,5,19,4.0,4.0,100.0,0,0
324,Non-Fatal,7950,2,23,19,1.0,0,2,5,1982,3,29,0.0,4.0,0.0,4,0
325,Non-Fatal,8098,2,23,5512,1.0,0,2,6,1994,5,17,0.0,1.0,0.0,1,0
326,Fatal,9187,0,23,19,1.0,0,2,9,1994,5,4,1.0,1.0,100.0,0,0
327,Non-Fatal,5782,2,24,2590,1.0,0,2,2,2000,3,5,2.0,2.0,0.0,2,1
328,Non-Fatal,11624,2,25,79,1.0,0,2,5,2000,4,10,0.0,1.0,0.0,1,0
329,Non-Fatal,7952,2,26,3830,1.0,0,2,9,1993,8,6,1.0,2.0,0.0,2,0
330,Non-Fatal,2525,2,27,3396,1.0,0,2,3,1992,2,1,1.0,1.0,0.0,1,0
331,Fatal,13441,0,28,6220,1.0,0,2,6,1987,3,25,2.0,2.0,50.0,1,1
332,Non-Fatal,12657,2,29,6697,2.0,5,2,0,2000,7,30,0.0,1.0,0.0,1,1
333,Non-Fatal,7792,2,30,3898,1.0,1,2,3,1998,9,18,0.0,2.0,0.0,2,0
334,Fatal,12331,0,30,3891,1.0,2,2,6,1996,10,11,2.0,2.0,100.0,0,0
335,Non-Fatal,5445,2,30,3899,1.0,2,2,5,2000,12,16,0.0,1.0,0.0,1,0
336,Fatal,12444,0,30,3899,1.0,1,2,2,1998,7,3,2.0,2.0,100.0,0,0
337,Non-Fatal,3648,2,31,3577,1.0,0,2,2,1987,5,31,0.0,1.0,0.0,1,1
338,Fatal,1001,0,32,6509,1.0,0,2,0,1990,6,15,2.0,2.0,100.0,0,0
339,Fatal,12121,2,33,4033,1.0,0,2,6,2008,4,18,2.0,2.0,50.0,1,0
340,Non-Fatal,13563,2,34,3940,1.0,0,2,9,1998,7,4,0.0,2.0,0.0,2,0
341,Non-Fatal,9593,2,34,735,1.0,0,2,1,1991,6,7,0.0,1.0,0.0,1,0
342,Non-Fatal,7775,2,34,3935,1.0,0,2,9,2000,12,1,1.0,1.0,0.0,1,0
343,Non-Fatal,7817,2,34,3937,1.0,0,2,6,1997,10,29,0.0,2.0,0.0,2,0
344,Non-Fatal,1566,2,34,3937,1.0,0,2,5,1989,8,11,3.0,3.0,0.0,3,0
345,Non-Fatal,11716,2,34,3937,1.0,0,2,9,1995,2,4,0.0,2.0,0.0,2,0
346,Non-Fatal,7727,2,34,3940,1.0,0,2,9,1985,9,23,2.0,2.0,0.0,2,0
347,Non-Fatal,11624,2,34,3937,1.0,0,2,10,1990,6,21,0.0,1.0,0.0,1,0
348,Non-Fatal,9352,2,34,3936,1.0,0,2,9,1989,7,2,0.0,1.0,0.0,1,0
349,Non-Fatal,134,0,34,3935,1.0,0,2,1,1996,8,7,2.0,2.0,0.0,2,0
350,Non-Fatal,7058,2,35,1609,1.0,0,2,5,1997,5,9,0.0,2.0,0.0,2,0
351,Non-Fatal,1165,0,35,1610,1.0,0,2,9,1999,8,25,2.0,2.0,0.0,2,0
352,Non-Fatal,6491,2,36,1251,1.0,0,2,5,1986,3,15,0.0,2.0,0.0,2,0
353,Non-Fatal,5905,2,36,1234,1.0,0,2,9,1986,3,10,0.0,1.0,0.0,1,0
354,Non-Fatal,9044,2,36,1234,1.0,0,2,5,1983,3,13,1.0,1.0,0.0,1,0
355,Non-Fatal,3449,2,36,1234,1.0,0,2,5,1986,3,10,0.0,2.0,0.0,2,0
356,Non-Fatal,10361,2,36,1234,1.0,0,2,5,1986,3,1,0.0,2.0,0.0,2,0
357,Non-Fatal,11006,2,36,1234,1.0,0,2,9,1986,3,2,0.0,2.0,0.0,2,0
358,Non-Fatal,4435,2,36,1234,1.0,0,2,4,1983,3,12,0.0,1.0,0.0,1,0
359,Non-Fatal,11802,2,36,45,1.0,0,2,2,1986,2,28,0.0,2.0,0.0,2,0
360,Non-Fatal,607,2,36,987,1.0,0,2,2,1983,6,12,1.0,1.0,0.0,1,0
361,Non-Fatal,12933,0,36,73,1.0,0,0,9,1985,10,21,1.0,1.0,0.0,1,0
362,Non-Fatal,13173,2,36,1249,1.0,0,2,6,1983,6,8,0.0,2.0,0.0,2,0
363,Non-Fatal,11296,2,36,1234,1.0,0,2,0,1983,6,5,2.0,2.0,0.0,2,0
364,Non-Fatal,11696,2,36,996,1.0,0,2,5,1983,6,1,0.0,1.0,0.0,1,0
365,Fatal,11818,2,36,992,1.0,0,2,6,1982,5,23,2.0,2.0,50.0,1,0
366,Non-Fatal,9164,2,36,2429,1.0,0,2,9,1983,5,28,1.0,1.0,0.0,1,0
367,Non-Fatal,3568,2,36,1234,1.0,0,2,6,1983,5,28,0.0,2.0,0.0,2,0
368,Non-Fatal,1154,2,36,75,1.0,0,2,5,1983,4,16,0.0,2.0,0.0,2,0
369,Non-Fatal,7898,0,36,1234,1.0,0,2,9,1983,4,23,1.0,1.0,0.0,1,0
370,Non-Fatal,8653,2,36,1234,1.0,0,2,6,1983,4,6,0.0,2.0,0.0,2,0
371,Non-Fatal,543,2,36,1234,1.0,0,2,5,1983,4,23,0.0,1.0,0.0,1,0
372,Non-Fatal,9226,2,36,1234,1.0,0,0,5,1983,5,8,1.0,1.0,0.0,1,0
373,Non-Fatal,5998,0,36,1234,1.0,0,2,9,1983,5,15,2.0,2.0,0.0,2,0
374,Non-Fatal,6195,2,36,1240,1.0,0,2,5,1983,2,5,0.0,1.0,0.0,1,0
375,Non-Fatal,11907,2,36,1234,1.0,0,2,9,1986,5,29,2.0,2.0,0.0,2,0
376,Fatal,2118,0,36,1234,1.0,0,2,11,1986,6,4,2.0,2.0,100.0,0,0
377,Non-Fatal,11378,0,36,1234,1.0,0,2,9,1986,6,4,2.0,2.0,0.0,2,0
378,Non-Fatal,7053,2,36,75,1.0,0,2,0,1982,8,6,2.0,2.0,0.0,2,0
379,Non-Fatal,12574,2,36,1253,1.0,0,0,2,1982,8,4,1.0,2.0,0.0,2,0
380,Fatal,13323,0,36,988,1.0,0,2,9,1986,6,6,2.0,2.0,100.0,0,0
381,Non-Fatal,6194,0,36,1234,1.0,0,2,6,1982,7,24,2.0,2.0,0.0,2,1
382,Fatal,6776,2,36,1234,1.0,0,2,11,1982,6,6,2.0,2.0,100.0,0,0
383,Fatal,9810,0,36,1234,1.0,0,2,6,1982,7,18,2.0,2.0,100.0,0,1
384,Non-Fatal,8565,2,36,1234,1.0,0,2,6,1982,6,30,1.0,1.0,0.0,1,0
385,Fatal,9616,0,36,73,1.0,0,2,6,1982,6,26,9.0,9.0,33.33333333333333,6,0
386,Non-Fatal,10060,2,36,1234,1.0,0,2,2,1982,6,23,0.0,3.0,0.0,3,0
387,Non-Fatal,8541,2,36,114,1.0,0,2,10,1986,6,9,0.0,2.0,0.0,2,0
388,Non-Fatal,7391,2,36,1234,1.0,0,2,4,1982,6,23,2.0,2.0,0.0,2,0
389,Fatal,1316,0,36,1242,1.0,0,2,9,1986,6,17,2.0,2.0,100.0,0,0
390,Non-Fatal,9164,2,36,2360,1.0,0,0,9,1982,6,13,2.0,2.0,0.0,2,0
391,Non-Fatal,79,2,36,1234,1.0,0,2,9,1982,8,18,0.0,2.0,0.0,2,0
392,Non-Fatal,7978,2,36,991,1.0,0,2,2,1982,8,21,0.0,2.0,0.0,2,0
393,Non-Fatal,8849,0,36,2521,1.0,0,2,9,1983,3,1,1.0,2.0,0.0,2,0
394,Non-Fatal,5054,2,36,1234,1.0,0,2,5,1986,4,5,0.0,2.0,0.0,2,0
395,Non-Fatal,9861,2,36,1234,1.0,0,2,5,1983,2,19,0.0,2.0,0.0,2,0
396,Fatal,555,0,36,1248,1.0,0,2,6,1983,2,12,2.0,2.0,100.0,0,0
397,Non-Fatal,5161,2,36,3900,1.0,0,2,9,1986,4,12,2.0,2.0,0.0,2,0
398,Non-Fatal,1714,2,36,1234,1.0,0,1,5,1982,12,31,0.0,1.0,0.0,1,0
399,Fatal,11611,0,36,77,1.0,0,2,11,1982,11,27,2.0,2.0,100.0,0,0
400,Non-Fatal,4734,2,36,1616,1.0,0,2,9,1982,5,30,2.0,2.0,0.0,2,0
401,Non-Fatal,3140,0,36,1248,1.0,0,2,9,1982,9,21,0.0,2.0,0.0,2,0
402,Fatal,1989,0,36,1234,1.0,0,2,9,1982,6,2,2.0,2.0,50.0,1,0
403,Fatal,1135,2,36,1234,1.0,0,2,2,1986,5,12,1.0,2.0,50.0,1,0
404,Non-Fatal,11491,2,36,73,1.0,0,2,5,1982,8,28,0.0,1.0,0.0,1,0
405,Fatal,4878,0,36,1234,1.0,0,2,6,1982,8,22,2.0,2.0,50.0,1,0
406,Non-Fatal,8107,1,36,73,1.0,0,2,5,1982,12,7,0.0,2.0,0.0,2,0
407,Non-Fatal,3786,2,36,152,1.0,0,2,2,1984,6,30,2.0,2.0,0.0,2,0
408,Fatal,4619,0,36,73,1.0,0,2,9,1984,6,30,1.0,1.0,100.0,0,0
409,Non-Fatal,6222,2,36,1234,1.0,0,2,2,1985,3,30,0.0,1.0,0.0,1,0
410,Non-Fatal,5283,2,36,152,1.0,0,2,9,1984,6,23,0.0,2.0,0.0,2,0
411,Non-Fatal,5477,2,36,1234,1.0,0,2,0,1984,6,17,2.0,2.0,0.0,2,0
412,Non-Fatal,6446,2,36,1234,1.0,0,2,9,1984,6,8,0.0,2.0,0.0,2,0
413,Non-Fatal,9588,2,36,1234,1.0,0,2,9,1984,6,6,0.0,2.0,0.0,2,0
414,Non-Fatal,2647,0,36,984,1.0,0,2,9,1984,6,3,2.0,2.0,0.0,2,0
415,Non-Fatal,7522,2,36,1234,1.0,0,2,5,1984,7,6,0.0,1.0,0.0,1,0
416,Non-Fatal,6212,2,36,1240,1.0,0,2,5,1984,5,25,0.0,2.0,0.0,2,0
417,Non-Fatal,5055,0,36,75,1.0,0,2,6,1984,5,13,2.0,2.0,0.0,2,0
418,Non-Fatal,12509,2,36,1244,1.0,0,2,5,1984,7,13,0.0,2.0,0.0,2,0
419,Non-Fatal,9269,2,36,1234,1.0,0,2,0,1984,10,15,1.0,1.0,0.0,1,0
420,Non-Fatal,1842,2,36,1234,1.0,0,2,2,1984,10,8,1.0,1.0,0.0,1,0
421,Non-Fatal,264,2,36,1234,1.0,0,2,9,1984,11,30,0.0,1.0,0.0,1,0
422,Non-Fatal,2686,2,36,73,1.0,0,2,6,1984,12,1,1.0,1.0,0.0,1,0
423,Fatal,8858,0,36,73,1.0,0,2,6,1984,9,11,2.0,2.0,100.0,0,0
424,Fatal,12663,0,36,1234,1.0,0,0,11,1984,12,23,1.0,1.0,100.0,0,0
425,Non-Fatal,8393,2,36,152,1.0,0,2,2,1984,8,22,0.0,2.0,0.0,2,0
426,Non-Fatal,4359,2,36,1234,1.0,0,2,9,1984,8,11,0.0,2.0,0.0,2,0
427,Non-Fatal,4687,2,36,947,1.0,0,2,9,1984,7,21,0.0,2.0,0.0,2,0
428,Non-Fatal,1284,2,36,1234,1.0,0,2,5,1985,6,1,0.0,1.0,0.0,1,0
429,Fatal,6354,0,36,1242,1.0,0,0,6,1984,8,1,2.0,2.0,100.0,0,0
430,Non-Fatal,8049,2,36,986,1.0,0,2,9,1984,8,5,0.0,1.0,0.0,1,0
431,Non-Fatal,10152,2,36,1234,1.0,0,2,6,1984,8,9,0.0,1.0,0.0,1,0
432,Non-Fatal,2061,2,36,1234,1.0,0,2,6,1985,1,7,2.0,2.0,0.0,2,0
433,Non-Fatal,3525,2,36,1234,1.0,0,2,9,1985,6,1,2.0,2.0,0.0,2,0
434,Non-Fatal,10755,2,36,4475,1.0,0,2,10,1984,4,7,0.0,1.0,0.0,1,0
435,Non-Fatal,361,2,36,1234,1.0,0,2,5,1985,6,9,0.0,1.0,0.0,1,0
436,Non-Fatal,11157,2,36,1235,1.0,0,2,9,1983,9,3,0.0,2.0,0.0,2,0
437,Non-Fatal,10905,0,36,4476,1.0,0,2,0,1983,8,23,2.0,2.0,0.0,2,0
438,Non-Fatal,6198,2,36,1234,1.0,0,2,6,1983,8,9,2.0,2.0,0.0,2,0
439,Non-Fatal,11001,2,36,1234,1.0,0,2,6,1985,8,4,1.0,1.0,0.0,1,0
440,Non-Fatal,8217,2,36,6,1.0,0,2,9,1985,8,19,0.0,1.0,0.0,1,0
441,Non-Fatal,9283,2,36,77,1.0,0,2,9,1983,7,30,1.0,2.0,0.0,2,0
442,Non-Fatal,3175,2,36,73,1.0,0,2,9,1985,8,25,0.0,2.0,0.0,2,0
443,Non-Fatal,4325,1,36,1234,1.0,0,2,10,1985,8,26,0.0,1.0,0.0,1,0
444,Non-Fatal,11001,2,36,1234,1.0,0,2,9,1985,8,26,2.0,2.0,0.0,2,0
445,Non-Fatal,10497,2,36,1234,1.0,0,2,5,1985,9,22,0.0,1.0,0.0,1,0
446,Fatal,4388,0,36,1241,1.0,0,2,6,1983,7,9,2.0,2.0,100.0,0,0
447,Non-Fatal,7652,0,36,1234,1.0,0,2,6,1985,9,6,2.0,2.0,0.0,2,0
448,Non-Fatal,8821,2,36,1234,1.0,0,2,5,1985,9,3,0.0,2.0,0.0,2,0
449,Fatal,1399,0,36,1234,1.0,0,2,6,1985,8,31,2.0,2.0,50.0,1,0
450,Non-Fatal,4489,0,36,4476,1.0,0,2,6,1983,9,22,1.0,1.0,0.0,1,0
451,Non-Fatal,4159,2,36,1240,1.0,0,2,5,1984,4,1,0.0,1.0,0.0,1,0
452,Non-Fatal,2108,2,36,1234,1.0,0,2,10,1984,3,25,0.0,2.0,0.0,2,0
453,Non-Fatal,5004,2,36,1234,1.0,0,2,10,1984,3,22,0.0,2.0,0.0,2,0
454,Non-Fatal,6706,2,36,1234,1.0,0,2,5,1984,2,13,0.0,2.0,0.0,2,0
455,Non-Fatal,12160,0,36,1244,1.0,0,2,2,1985,6,24,0.0,1.0,0.0,1,0
456,Non-Fatal,937,2,36,1244,1.0,0,2,5,1983,12,21,0.0,2.0,0.0,2,0
457,Non-Fatal,10341,2,36,1234,1.0,0,2,0,1983,10,3,2.0,2.0,0.0,2,0
458,Non-Fatal,1606,2,36,1234,1.0,0,2,5,1983,10,22,0.0,2.0,0.0,2,0
459,Non-Fatal,10122,2,36,1248,1.0,0,2,5,1982,5,16,0.0,2.0,0.0,2,0
460,Non-Fatal,8265,2,36,1234,1.0,0,2,5,1995,8,16,0.0,2.0,0.0,2,0
461,Fatal,9515,0,36,73,1.0,0,2,6,1989,5,4,2.0,2.0,100.0,0,0
462,Non-Fatal,4403,2,36,73,1.0,0,2,5,1988,8,21,0.0,2.0,0.0,2,0
463,Non-Fatal,12257,0,36,993,1.0,0,2,0,1988,8,21,1.0,1.0,0.0,1,0
464,Non-Fatal,4793,2,36,4,1.0,0,2,2,1988,8,21,2.0,2.0,0.0,2,0
465,Non-Fatal,1471,2,36,3901,1.0,0,2,2,1990,12,23,1.0,1.0,0.0,1,0
466,Fatal,746,0,36,1242,1.0,0,2,9,1988,8,15,2.0,2.0,50.0,1,0
467,Non-Fatal,11001,2,36,1240,1.0,0,2,9,1994,2,24,0.0,2.0,0.0,2,0
468,Non-Fatal,3252,2,36,1234,1.0,0,2,10,1994,2,13,0.0,1.0,0.0,1,0
469,Fatal,12519,2,36,1234,1.0,0,2,9,1994,1,25,2.0,2.0,50.0,1,0
470,Fatal,9777,0,36,1234,1.0,0,2,6,1988,8,7,1.0,1.0,100.0,0,0
471,Non-Fatal,7037,2,36,1234,1.0,0,2,1,1998,3,10,0.0,2.0,0.0,2,0
472,Non-Fatal,3994,2,36,993,1.0,0,2,5,1994,1,10,0.0,1.0,0.0,1,0
473,Non-Fatal,7348,2,36,1240,1.0,0,2,9,1994,1,2,1.0,1.0,0.0,1,0
474,Non-Fatal,3334,2,36,75,1.0,0,2,5,1991,2,3,0.0,2.0,0.0,2,0
475,Non-Fatal,2257,2,36,2197,1.0,0,2,0,1993,12,9,1.0,1.0,0.0,1,0
476,Non-Fatal,6040,2,36,1234,1.0,0,2,5,1993,12,8,0.0,2.0,0.0,2,0
477,Non-Fatal,4608,2,36,1026,1.0,0,2,5,1998,3,31,0.0,2.0,0.0,2,0
478,Non-Fatal,3818,2,36,1234,1.0,0,2,5,1997,12,22,0.0,1.0,0.0,1,0
479,Non-Fatal,13137,2,36,1242,1.0,0,2,10,1988,8,30,0.0,1.0,0.0,1,0
480,Non-Fatal,567,2,36,73,1.0,0,2,5,1988,9,18,1.0,1.0,0.0,1,0
481,Non-Fatal,13147,1,36,73,1.0,0,2,5,1982,2,27,1.0,1.0,0.0,1,0
482,Non-Fatal,2333,2,36,1234,1.0,0,2,5,1994,6,11,0.0,3.0,0.0,3,0
483,Non-Fatal,1895,2,36,1242,1.0,0,2,6,1997,4,9,2.0,2.0,0.0,2,0
484,Non-Fatal,8493,2,36,1234,1.0,0,2,6,1994,6,4,1.0,1.0,0.0,1,0
485,Non-Fatal,12487,2,36,1236,1.0,0,2,5,1997,5,3,0.0,1.0,0.0,1,0
486,Fatal,7945,0,36,4476,1.0,0,2,1,1989,1,29,2.0,2.0,100.0,0,0
487,Non-Fatal,12194,2,36,1234,1.0,0,2,9,1994,5,31,0.0,2.0,0.0,2,0
488,Non-Fatal,6446,2,36,5497,1.0,0,2,10,1997,6,12,0.0,1.0,0.0,1,0
489,Fatal,1026,0,36,73,1.0,0,2,0,1994,5,21,1.0,1.0,100.0,0,0
490,Non-Fatal,13653,2,36,1244,1.0,0,2,2,1998,3,31,0.0,1.0,0.0,1,0
491,Non-Fatal,5473,2,36,1240,1.0,0,2,5,1982,1,27,0.0,1.0,0.0,1,0
492,Non-Fatal,8078,2,36,73,1.0,0,2,9,1994,5,15,1.0,1.0,0.0,1,0
493,Non-Fatal,1859,2,36,44,1.0,0,2,9,1994,4,27,0.0,2.0,0.0,2,0
494,Non-Fatal,3940,2,36,3916,1.0,0,2,10,1990,11,4,0.0,1.0,0.0,1,0
495,Non-Fatal,10831,2,36,1248,1.0,0,2,5,1988,11,1,0.0,2.0,0.0,2,0
496,Non-Fatal,626,2,36,1234,1.0,0,2,0,1988,10,29,2.0,2.0,0.0,2,0
497,Non-Fatal,8148,0,36,152,1.0,0,2,9,1988,10,24,0.0,2.0,0.0,2,0
498,Fatal,11970,0,36,2522,1.0,0,2,9,1990,11,8,2.0,2.0,100.0,0,0
499,Non-Fatal,1049,0,36,1234,1.0,0,2,4,1994,4,15,1.0,1.0,0.0,1,0
500,Non-Fatal,755,0,36,73,1.0,0,2,6,1988,10,3,2.0,2.0,0.0,2,0
501,Non-Fatal,12169,2,36,73,1.0,0,2,5,1988,12,6,2.0,2.0,0.0,2,0
502,Non-Fatal,4841,2,36,1234,1.0,0,2,5,1988,7,23,0.0,2.0,0.0,2,0
503,Non-Fatal,3741,2,36,987,1.0,0,2,8,1988,7,22,0.0,1.0,0.0,1,0
504,Non-Fatal,6981,0,36,5496,1.0,0,2,9,1988,7,16,0.0,1.0,0.0,1,0
505,Non-Fatal,1370,2,36,4481,1.0,0,2,2,1988,6,14,1.0,1.0,0.0,1,0
506,Non-Fatal,10560,2,36,1234,1.0,0,2,9,1988,6,9,1.0,2.0,0.0,2,0
507,Non-Fatal,113,2,36,73,1.0,0,2,2,1988,6,3,2.0,2.0,0.0,2,0
508,Non-Fatal,1202,2,36,75,1.0,0,2,6,1998,7,17,1.0,1.0,0.0,1,0
509,Non-Fatal,11511,2,36,1251,1.0,0,2,9,1998,7,19,0.0,1.0,0.0,1,0
510,Fatal,1328,0,36,1234,1.0,0,2,6,1991,4,16,2.0,2.0,100.0,0,0
511,Non-Fatal,6339,2,36,152,1.0,0,2,9,1998,7,31,0.0,1.0,0.0,1,0
512,Non-Fatal,13353,2,36,1234,1.0,0,2,5,1991,4,16,1.0,1.0,0.0,1,0
513,Non-Fatal,9756,2,36,2527,1.0,0,2,5,1998,6,29,0.0,2.0,0.0,2,0
514,Non-Fatal,12710,2,36,1240,1.0,0,2,5,1998,8,15,0.0,1.0,0.0,1,0
515,Non-Fatal,9113,2,36,1248,1.0,0,0,2,1991,4,26,0.0,2.0,0.0,2,0
516,Non-Fatal,6764,2,36,1234,1.0,0,2,5,1991,4,28,0.0,1.0,0.0,1,0
517,Non-Fatal,4409,2,36,73,1.0,0,2,2,1993,8,16,0.0,2.0,0.0,2,0
518,Non-Fatal,6126,0,36,1234,1.0,0,2,9,1998,9,8,1.0,2.0,0.0,2,0
519,Non-Fatal,2918,2,36,989,1.0,0,2,5,1998,9,16,0.0,1.0,0.0,1,0
520,Non-Fatal,8041,2,36,1248,1.0,0,2,5,1993,8,15,0.0,1.0,0.0,1,0
521,Non-Fatal,12160,2,36,1244,1.0,0,2,9,1988,4,16,0.0,2.0,0.0,2,0
522,Non-Fatal,7245,2,36,73,1.0,0,2,5,1991,5,6,0.0,1.0,0.0,1,0
523,Non-Fatal,10072,2,36,1234,1.0,0,2,10,1993,8,9,0.0,1.0,0.0,1,0
524,Non-Fatal,3670,2,36,1240,1.0,0,2,8,1991,4,20,0.0,2.0,0.0,2,0
525,Non-Fatal,8506,2,36,152,1.0,0,2,9,1994,6,16,2.0,2.0,0.0,2,0
526,Non-Fatal,10065,2,36,1240,1.0,0,2,5,1998,6,27,0.0,1.0,0.0,1,0
527,Non-Fatal,12618,2,36,73,1.0,0,2,5,1991,2,16,0.0,1.0,0.0,1,0
528,Fatal,11784,2,36,152,1.0,0,2,8,1991,3,3,1.0,2.0,50.0,1,0
529,Non-Fatal,4677,2,36,1244,1.0,0,2,5,1993,11,2,0.0,2.0,0.0,2,0
530,Non-Fatal,11721,2,36,1248,1.0,0,2,10,1988,7,10,0.0,4.0,0.0,4,0
531,Fatal,6187,0,36,73,1.0,0,0,9,1993,10,5,1.0,1.0,100.0,0,0
532,Non-Fatal,9410,2,36,984,1.0,0,2,5,1998,5,17,1.0,1.0,0.0,1,0
533,Non-Fatal,11280,2,36,1234,1.0,0,2,8,1998,5,19,2.0,2.0,0.0,2,0
534,Non-Fatal,8939,0,36,1024,1.0,0,2,9,1991,3,25,1.0,1.0,0.0,1,0
